"","x"
"scent_load",0.000419828068249865
"pathogen_load",0.00104472002600918
"scent_decay",0.00264683287987071
"dir_move",0.00341328250588966
"n.initial",0.00471269513502807
"inf_decay",0.00619142231449096
"rec_rate",0.0361616761447543
