"","x"
"scent_decay",-0.000299648522584129
"scent_load",-0.000263690252041658
"dir_move",0.00022585379544065
"pathogen_load",0.00381819231806021
"inf_decay",0.00868210318996499
"n.initial",0.0149729971059696
"rec_rate",0.0927260566383162
