"","x"
"pathogen_load",2168.19227987942
"scent_load",2681.34111281761
"dir_move",8360.42139109227
"scent_decay",8665.46304453904
"inf_decay",18551.6923610496
"n.initial",22065.4877792408
"rec_rate",247537.707046529
