"","x"
"scent_decay",-0.000297267615656113
"scent_load",-0.000251187156972542
"dir_move",0.000236474256218838
"pathogen_load",0.00382486200031452
"inf_decay",0.00871204020400105
"n.initial",0.0149544363459762
"rec_rate",0.0927862741249726
