"","x"
"scent_load",0.000419034090872429
"pathogen_load",0.00104542674932762
"scent_decay",0.00264244490071622
"dir_move",0.00341513879136357
"n.initial",0.00470726218594384
"inf_decay",0.00619314716293143
"rec_rate",0.0361802752005242
